charity_name,campaign_name,detailedStory
Kampung Senang Charity & Education Foundation,Sponsor a care pack to support a family,"<p><span style=""color: rgb(102, 102, 102);"">Bringing love and care to the community. Sponsor a bagful of essential items and organic food today! This will help us to provide nutrition along with the much needed emotional support to ease the burden of low-income families.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Our other beneficiaries also include people with disabilities, seniors and patients suffering from chronic illness.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">When we make our rounds for deliveries, it will also provide us with an opportunity to meet the recipients and check on their well-being. This assures them that we care and that we are here to help.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">We call upon your support to empower us to aid these recipients by sponsoring a Care Pack ($50) today!</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Our Goal for this campaign is to deliver Care Packs to 660 households within the community before Hari Raya and Vesak Day.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">Your generosity combined with others means that any amount of donation allows us to leave a lasting impact, showing them that they are not alone.</span></p><p><br></p><p><span style=""color: rgb(102, 102, 102);"">On behalf of the recipients, we sincerely thank you</span></p>"
Kampung Senang Charity & Education Foundation,Sponsor a Wheelchair for the Elderly and Disabled,"<p><strong style=""background-color: transparent;"">Sponsor a Wheelchair for Singaporean Elderly or Disabled&nbsp;</strong></p><p><br></p><p><span style=""background-color: transparent;"">Our trained staff and volunteers fix up donated wheelchairs and provide regular maintenance. For a life of disability, they depend on mobility aids to ease daily difficulties and discomfort.</span></p><p><br></p><p><span style=""background-color: transparent;"">We work very hard to support weekly repair work and maintenance of wheelchairs for the low income elderly/disabled in Bedok and Tampines to provide them with peace of mind. (They wait patiently for our KS charity staff and volunteers to work on their mobility aids).</span></p><p><br></p><p><span style=""background-color: transparent;"">Please donate to help us help more people with physical disabilities.</span></p><p><br></p><p><span style=""background-color: transparent;"">Over the last year, we have repaired 1599, recycled 363 mobility aids, and provided 1811 patients with mobility aid loans.</span></p><p><br></p><p><span style=""background-color: transparent;"">Thank you so much for your compassion and generosity with our beneficiaries.</span></p><p><br></p>"
Kampung Senang Charity & Education Foundation,KS Charity work hard each year to serve thousands in need. ,"<p><strong><u>KS Charity work hard each year to serve thousands in need.&nbsp;</u></strong></p><p><br></p><p><span style=""background-color: transparent;"">With the onset of COVID-19, our charity had to reduce and even cancel some of our fundraising activities. We desperately need funds to support our community and charity activities. Many beneficiaries rely on our community services and support at our Elderly Care Centre, Child Care Centre, Student Care Centre, Mobility Aids, Free TCM Services, and Support for People with Chronic Illness.&nbsp;</span></p><p><br></p><p><strong style=""background-color: transparent;""><u>TESTIMONIALS</u></strong></p><p><span style=""background-color: transparent;"">The many people who have come to Kampung Senang to experience our warmth and compassionate care.</span></p><p><span style=""background-color: transparent;"">&nbsp;</span></p><p><br></p><p><strong style=""background-color: transparent;"">Foo Sey Thong</strong></p><p><strong style=""background-color: transparent;"">Cancer Survivor</strong></p><p><span style=""background-color: transparent;"">“Willingness by the participants at the retreat to share selflessly of their experiences and reflections was very useful and helped to shorten my learning curve in understanding about detox, emotional control, and mindfulness. All of these intimately connected to maintaining physical health.”</span></p><p><span style=""background-color: transparent;"">&nbsp;</span></p><p><span style=""background-color: transparent;"">&nbsp;</span></p><p><strong style=""background-color: transparent;"">Alex Low</strong></p><p><strong style=""background-color: transparent;"">Support Scheme Beneficiary</strong></p><p><span style=""background-color: transparent;"">“My advice to anyone wanting to understand and learn more about complementary therapies is to visit Kampung Senang Member’s Day. I highly recommend people looking to manage chronic conditions to become a member and take advantage of the resources and therapies in Kampung Senang.”</span></p><p><span style=""background-color: transparent;"">&nbsp;</span></p><p><span style=""background-color: transparent;"">&nbsp;</span></p><p><strong style=""background-color: transparent;"">Peter Lim</strong></p><p><strong style=""background-color: transparent;"">Cancer Survivor</strong></p><p><span style=""background-color: transparent;"">“In 2012, my relative recommended Kampung Senang to me after I had undergone radiation and chemotherapy for nose and throat cancer. I have been coming here since to do therapies such as the torsion field, hydro-bath, and qigong. I feel blessed to have work with the wonderful people at Kampung Senang.”&nbsp;</span></p><p><span style=""background-color: transparent;"">&nbsp;</span></p><p><br></p><p><strong style=""background-color: transparent;"">Jenny Ng, Cancer Survivor</strong></p><p><span style=""background-color: transparent;"">SURVIVING CANCER FOR TWENTY YEARS</span></p><p><span style=""background-color: transparent;"">Twenty years ago, I was diagnosed with lymphoma and underwent chemotherapy. Upon the advice of a trusted friend, I switched over completely to a plant-based diet. When Kampung Senang came into existence, I started coming to its educational talks, workshops, and seminars, and to borrow its collection of books on dealing with cancer holistically. The knowledge and experiences I gained gave me the reassurance and confidence that changing my diet was the right thing to do. My lifestyle today incorporates natural therapies and TCM. Ever since I have had no reason to visit my oncologist. In the past year, I discovered Member’s Day at Kampung Senang and have been coming to this event regularly. It gives me a reason to exercise, do qigong, yoga, torsion field therapy, and participate in sharing sessions to experience lots of interesting therapies. There are talks on enzymes, juicing, diet. It is all very empowering.</span></p><p><br></p><p><span style=""background-color: transparent;"">&nbsp;</span></p><p><strong style=""background-color: transparent;"">Peter Lim, Cancer Survivor</strong></p><p><span style=""background-color: transparent;"">RECOVERING FROM CANCER</span></p><p><span style=""background-color: transparent;"">In 2012, my relative recommended Kampung Senang to me after I had undergone radiation and chemotherapy for nose and throat cancer. I have been coming here since to do therapies such as the torsion field, hydro-bath, and qigong. My wife and I have attended an excellent healthy diet and cooking classes, and, as a result, have transformed our eating habits. Today, my health is good. My taste buds are back and my doctor is very impressed with my health. I feel very blessed to have been able to work with the wonderful people at Kampung Senang.</span></p><p><br></p><p><br></p><p><strong style=""background-color: transparent;"">Alex Low, Compassion Support Scheme Beneficiary&nbsp;</strong></p><p><span style=""background-color: transparent;"">LEARNING ABOUT COMPLEMENTARY THERAPIES</span></p><p><span style=""background-color: transparent;"">I have tried various therapies as many of these therapies are free of charge. My advice to anyone wanting to understand and learn more about complementary therapies is to come to Kampung Senang Member’s Day. I would recommend people looking to manage chronic conditions to become a member and take advantage of the resources and therapies in Kampung Senang.</span></p><p><br></p><p><br></p><p><strong style=""background-color: transparent;"">Foo Sey Thong, Cancer Survivor</strong></p><p><span style=""background-color: transparent;"">SHARING KEY TO LEARNING</span></p><p><span style=""background-color: transparent;"">A willingness by the participants (at the retreat) to share selflessly of their experiences and reflections was very useful and helped to shorten my learning curve in understanding detox, emotional control, and mindfulness. All of these intimately connected to maintaining physical health.</span></p><p><span style=""background-color: transparent;"">&nbsp;</span></p><p><br></p><p><strong style=""background-color: transparent;"">Mr. Leong Yoke Fah, an elderly resident of one-room rental flat</strong></p><p><span style=""background-color: transparent;"">MOBILITY AIDS SERVICES AND TRAINING CENTRE</span></p><p><span style=""background-color: transparent;"">Kampung Senang has been repairing my wheelchair for the past few years. This wheelchair faithfully brings me to my medical appointments in Tan Tock Seng Hospital as I have pneumonia and high cholesterol.</span></p><p><br></p><p><br></p><p><strong style=""background-color: transparent;"">A 13-year old student, two years with SCC</strong></p><p><span style=""background-color: transparent;"">STUDENT CARE CENTRE</span></p><p><span style=""background-color: transparent;"">I wanted to stay in Kampung Senang Student Care because most of my friends are in this center and it is near my school. The center organized interesting activities during the last school holidays. The teachers engaged K-pop dance instructors to choreograph and train us to perform a dance which we showcased at the Day Care Centre for the Elderly. It was a great time to bond. The teachers use creative and innovative ways to teach us values and how to be a good student through games.</span></p><p><br></p><p><br></p><p><span style=""background-color: transparent;"">An 8-year old student, two years with SCC</span></p><p><span style=""background-color: transparent;"">I enjoy vegetarian food in the center. We have a chance to play games and relax during the school holidays. I like the companionship of my friends, and the teachers help us with our school homework. I had a lot of fun during the excursions. My favorite excursion was to the National Museum of Singapore because I liked the exhibitions. It was an eye-opener for me.</span></p><p><br></p><p><br></p><p><strong style=""background-color: transparent;"">Mdm Becky Cheng, on how WCNC provides a positive learning environment</strong></p><p><span style=""background-color: transparent;"">WHOLE CHILD NURTURE CENTRE</span></p><p><span style=""background-color: transparent;"">The school provides a positive learning environment for my son. I know he can develop and grow here. My son enjoys the classes a lot. I’m glad the school has great teachers who care and model manners. In the past year, my son’s speech has improved tremendously. The teachers are patient with the kids and encourage them to learn from mistakes.</span></p><p><br></p><p><br></p><p><strong style=""background-color: transparent;"">Mr. Chen Cheng, on how WCNC teachers educate and care for the children</strong></p><p><span style=""background-color: transparent;"">My daughter has been with WCNC for four years. The school provides organic vegan food and cultivates good eating habits for her. She learns not to be picky about food. The school applies the Waldorf philosophy to educate my child to have fun while learning. The teachers love and care for the children in their daily routines and help them cultivate good habits. We are very happy with the school and teachers.</span></p><p><br></p><p><br></p><p><strong style=""background-color: transparent;"">Mdm Diana Chai, on the meaningful and unforgettable experience during WCNC’s Graduation Concert</strong></p><p><span style=""background-color: transparent;"">We attended the “Arts Appreciation in Early Childhood Education” workshop. I loved it. It gave me the chance to do things with the kids in a small group with their teachers around. It allowed me to see how well my child behaved in school and how confidently he communicated with his friends and teachers.</span></p><p><br></p><p><strong style=""background-color: transparent;"">Mdm Grace Tan, on the benefits of WCNC’s workshop</strong></p><p><span style=""background-color: transparent;"">I was mesmerized every time I witnessed children serving tea to their parents at graduation I found it a very meaningful and emotional moment. This year, I was a participant in the tea ceremony myself when my son graduated. It was such a beautiful and unforgettable experience.</span></p><p><br></p><p><span style=""background-color: transparent;"">&nbsp;</span></p>"
Kampung Senang Charity & Education Foundation,Support patients affected by Chronic Illness with Gift of Good Food Scheme,"<p>The Holistic Support for People Affected by Chronic illness (HSPC) initiative was introduced in 2002, with the aim to provide comprehensive and practical help to patients who are affected by cancer and other chronic illnesses. This helps develop a healthy lifestyle to reduce the deterioration of their illnesses and potentially improve their immune system to prevent relapse</p><p><br></p><p>Our beneficiaries include patients and survivors. They have been supported with an array of our services throughout their journey of healing with our organization.</p><p><br></p><p>Kampung Senang Charity delivers organic food to beneficiaries every week at various locations around Singapore. Organic Food is known as natural food with optimum nutrients and no chemicals, this is beneficial to the human body during a time of recovery.</p><p><br></p><p>We call on your support to contribute and enable us to continue helping our beneficiaries.</p><p><br></p><p>Any amount of donation will be life-changing for them as well as their well-being for the rest of their life!</p>"
Kampung Senang Charity & Education Foundation,Cancer Patients Financial Support,"<p><strong><u>Cut For Compassion </u></strong></p><p><br></p><p><br></p><p>KS provides financial support to beneficiaries who want preventive therapies and attend wellness courses.</p><p><br></p><p><br></p><p><strong>Who do we help?</strong></p><ul><li>To support cancer patients with an array of services so that they can have peace of mind. Our supportive schemes include the gift of organic food and holistic support for people affected by cancer.&nbsp;</li><li>Families income less than S$3,500</li><li>Income per capita less than S$800</li><li>Needy family care giver</li></ul><p><br></p><p><br></p><p><span style=""background-color: transparent;"">Every year, we welcome 60 new needy patients under our fold. The more people we help, the more stretched our resources become. To ensure the continuity of our free schemes for our beneficiaries, we require goodwill from the public.</span></p><p><span style=""background-color: transparent;"">&nbsp;</span></p><p><span style=""background-color: transparent;"">&nbsp;</span></p><p><span style=""background-color: transparent;"">We rely on the goodwill of people's compassion to continue our services.</span></p><p><br></p><p><br></p><p><span style=""background-color: transparent;"">You are entitled to a tax deduction of 2.5 times the amount of donation you make. Please provide NRIC or FIN number for the tax deduction receipt.</span></p><p><span style=""background-color: transparent;"">For inquiries &amp; registration, please call us at 6749 8509.</span></p>"
Kampung Senang Charity & Education Foundation,A Fundraising Project of Kampung Senang 轻安村募款项目,"<p>The Dragon Boat Festival may be over, but the spirit of giving will always be around and alive.</p><p><br></p><p>Introducing the healthy and delicious Kee Zhang, let's put our best efforts to help the less privileged to enjoy the irresistible sumptuous and healthier kee zhang.</p><p><br></p><p>PRESENTED TO YOU BY KAMPUNG SENANG</p><p>由轻安村厨房特制的碱水粽</p><p><br></p><p>A TRADITIONAL DELICACY DESSERT</p><p>RED BEAN KEE ZHANG</p><p>有机红豆碱水粽甜品</p><p><br></p><p>Kee Zhang is not just a specialty during Dumpling Festival, but it is also suitable as a dessert all year-round. Kampung Senang rice dumplings are unique as they are made with organic ingredients.</p><p>Available for bulk order (at least 2 weeks in advance)/&nbsp;</p><p>可批量订购（至少提前2周）</p><p><br></p><p>To place separate order, please call 6785 2568 / 6749 8509</p><p>预定，请电：6785 2568 / 6749 8509</p><p><br></p><p>PRICING/价钱:</p><p>1 pc/一个&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;$2.80</p><p>10 pcs/十个&nbsp;&nbsp;&nbsp;$28.00 &amp; get 2 free/&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>买10&nbsp;个，送两个</p><p><br></p><p>IPC No.: 000198</p><p>UEN S99SS0044C</p>"
Kampung Senang Charity & Education Foundation,Love in the World Fine Arts Charity Drive Category C-E 爱在人间精品展 筹款,"<p><strong>""爱在人间”画中秋 Love in the World Charity Arts Exhibition</strong></p><p>轻安村书画艺术精品公益筹款展</p><p>画展内容：书法、字画、精品、</p><p>展期：15 September - 10 October 2020/ 2020年9月15日至10月5日</p><p>时间：10am-7pm</p><p>地点：Kampung Senang Holistic Lifestyle Centre/轻安村身心灵健康与环保中心</p><p>Blk 106 Aljunied Crescent #01-205 S380106</p><p>电话: 6749 8509&nbsp;&nbsp;</p><p><br></p><p><br></p><p><span style=""color: rgb(58, 58, 58);"">All donations to Kampung Senang Charity and Education Foundation will be used to sustain our care and share community services through the 7 existing centres. Kindly call us at 6749 8509 if you would like to find out more details about the art exhibition </span></p><p><br></p><p><span style=""color: rgb(58, 58, 58);"">To make a donation and take home an artwork, you may donate via Deeda with Credit Card, PayNow (UEN: S99SS0044C) or cheque payable to Kampung Senang Charity &amp; Education Foundation. All donations will be entitled to 2.5x tax deductions.</span></p><p><br></p><p>--</p><p><br></p><p>**Please note that there is an optional tip, ranging from 3% to 10% when you are making the payment.&nbsp;</p><p>The tip go to Deeda.care which is a free platform raising fund for Kampung Senang Charity &amp; Education Foundation. Deeda solely relies on your generosity to run its operations and marketing.&nbsp;</p><p>However, this tip is totally optional, you can always edit to opt out.</p>"
Kampung Senang Charity & Education Foundation,Support Our Urban Farm and Join the Tour (in Chinese),"<p>Kampung Senang is an eco-conscious charity with an Institution of Public Character (IPC) status reaching out to serve all people regardless of cultural or religious background. Our primary goal is the preservation of biodiversity and sustainable development for a better world for future generations. Kampung Senang organizes various activities to support these goals.</p><p><br></p><p>Our Organic Farm and Herb Garden grow local vegetables and herbs using organic farming methods. Volunteers and staff who care deeply for and manage the farm. Organic farming avoids the use of chemicals and pesticides so that the food produced is free of toxic chemical residue.</p><p><br></p><p>Kampung Senang conducts farm tours for visiting groups to share knowledge of local herbs and vegetables grown on the farm. We welcome visitors from schools, public organizations, and corporations.</p><p><br></p><p>Our Urban Farm Program includes:</p><p>- Learn about urban organic farming and local herbs</p><p>- Sowing of seeds, transplanting seeds, and a tour of the Organic Farm and Herbs Garden</p><p>- Healthy Lunch</p><p><br></p><p>Facilitators:</p><p>Dr Julia Lim or</p><p>Mr Andrew Tay or</p><p>Mr Lawrence Bukoh</p><p><br></p><p>UPCOMING TOUR</p><p>Date:	SEP 19 in&nbsp;Chinese</p><p>	        SEP 26 in&nbsp;English</p><p>Time:	9.00 AM - 1.00 PM</p><p>Venue:	Blk 840 Tampines</p><p>	St 82 #01-111</p><p>Tel:	6785-2568</p><p><br></p><p>Fee:</p><p>$40/pax (Public) • $35/pax (Kampung Senang/Real Programme Member) • $25/pax (Child 12-year old and below)</p><p>Fee includes lunch and workshop:</p><p>Minimum 5 pax, maximum 8 pax</p><p>Adults must accompany children</p><p>Interested, please email to:</p><p>corporatecomm@kampungsenang.org</p><p><br></p><p>A special arrangement is available and the rates shall be revised accordingly.</p><p><br></p>"
Kampung Senang Charity & Education Foundation, Help Provide Financial Support to Beneficiaries Through Cut for Compassion,"<p>Cut for Compassion 2020 is a fundraising event that aims to raise funds for the Compassion Support Scheme.&nbsp;</p><p><br></p><p>Compassion Support Scheme was launched in 2015 for naturaltherapy, TCM , pain management and nutritious meals for less privileged,&nbsp;&nbsp;chronically sick and cancer patients of all age groups to minimise their sufferings.</p><p>Every year, kind hearted people from different cultures get together to shave or cut their hair to raise funds for the Compassion Support Scheme.</p><p><br></p><p>Jointly, we make a difference to the lives of people who need our care and help .&nbsp;This year , while we are celebrating Kampung Senang's 21st Anniversary, we are also appealing for your donations and volunteering to raise funds by inspiring your friends to join the good deed of donating towards the Compassion Support Scheme, that helps needy to have the possibility of choosing natural therapies to ease their pain and sufferings.</p><p><br></p><p><br></p><p>Who do we help?</p><p><br></p><p>- To support cancer patients with an array of services so that they can</p><p>have peace of mind. Our supportive schemes include the gift of</p><p>organic food and holistic support for people affected by cancer.</p><p>- Families income less than S$3,500</p><p>- The income per capita less than S$800</p><p>- Needy family caregiver</p><p><br></p><p>Be a champion and help us sustain the Compassion Support Scheme. Register now to be a participant and invite your friends and supporters on social media to donate generously and help support people who need natural, non-invasive therapies for their healing process.&nbsp;</p><p><br></p><p>Date: 17 October 2020</p><p><br></p><p>Join us to make a difference for needy patients, young and old!</p><p><br></p><h3>PAST YEARS' CUT FOR COMPASSION</h3><p>In the past years of Cut for Compassion, our participants, young and old, had cut and shaved their hair in support of our beneficiaries and as part of their personal fundraising campaigns, raising up to&nbsp;&nbsp;$66,897 in total ! Every little contribution is helpful to those in need and we thank our participants for their compassion and support.&nbsp;</p><p><br></p><p>We rely on the goodwill of people's compassion to continue our services.</p><p><br></p><p>You are entitled to a tax deduction of 2.5 times the amount of donation you make. Please provide NRIC or FIN number for the tax deduction receipt.</p><p><br></p><p>For inquiries &amp; registration, please call us at 6749 8509.</p>"
Kampung Senang Charity & Education Foundation,Love in the World Fine Arts Charity Drive : Painting AA02 爱在人间筹款精品展墨宝AA02,"<p>This painting, Buddha (佛) by The Late Venerable Song Nian (See below for more information) is one of the pieces in our <strong>Love in the World Charity Arts Exhibition</strong> – an charity fundraiser for Kampung Senang Charity and Education Foundation.</p><p><br></p><p><strong>""爱在人间”画中秋 Love in the World Charity Arts Exhibition</strong></p><p>轻安村书画艺术精品公益筹款展</p><p>画展内容：书法、字画、精品、</p><p>展期：15 September - 10 October 2020/ 2020年9月15日至10月5日</p><p>时间：10am-7pm</p><p>地点：Kampung Senang Holistic Lifestyle Centre/轻安村身心灵健康与环保中心</p><p>Blk 106 Aljunied Crescent #01-205 S380106</p><p>电话: 6749 8509&nbsp;&nbsp;</p><p><br></p><p><span style=""color: rgb(58, 58, 58);"">All donations to Kampung Senang Charity and Education Foundation will be used to sustain our care and share community services through the 7 existing centres. Kindly call us at 6749 8509 if you would like to find out more details.</span></p><p><br></p><p><span style=""color: rgb(58, 58, 58);"">To make a donation and take home an artwork, you may donate via Deeda with Credit Card, PayNow (UEN: S99SS0044C) or cheque payable to Kampung Senang Charity &amp; Education Foundation. All donations will be entitled to 2.5x tax deductions (kindly indicate upon checking out) </span></p><p><br></p><p>中秋佳节，邀您一起来赏画品书。挑选您喜欢的墨宝珍藏，奉献您的爱心捐赠。</p><p>您的捐赠将用来支援轻安村希望之轮 6 项慈善服务与教育工程。画展展出古画、书法、古玩、精品，及新加坡、中国、泰国等国际级书画家的作品。</p><p>您可在云端线上或者亲临轻安村认捐书画精品，所捐赠款项亦可获得2.5倍的所得税豁免。</p><p><br></p><p>--</p><p><br></p><p><strong style=""color: rgb(51, 51, 51);"">AA02:</strong></p><p><strong style=""color: rgb(51, 51, 51);"">佛 – 松年长老墨宝</strong></p><p><strong style=""color: rgb(51, 51, 51);"">Calligraphy Painting – Buddha</strong></p><p><span style=""color: rgb(51, 51, 51);"">画家/Artist: 松年长老/The Late Venerable Song Nian</span></p><p><span style=""color: rgb(51, 51, 51);"">尺寸/Size: 60cm x 122cm</span></p><p><span style=""color: rgb(51, 51, 51);"">建议捐款/Suggested donation:&nbsp;</span><strong style=""color: rgb(51, 51, 51);"">S$ 80,000</strong></p><p><br></p><p><span style=""color: rgb(51, 51, 51);"">松年长老 简介&nbsp;Brief Introduction to the Artist</span></p><p><br></p><p><span style=""color: rgb(51, 51, 51);"">松年长老，是一代艺僧，自号落拓头陀，又称“寒月斋”主人。他擅长诗词歌赋、书画金石等。他的字沉雄跌宕，蕴涵气势，端庄隐逸，一气呵成。他的墨宝曾多次作为新加坡国礼，赠送给友好国家的政要。</span></p><p><br></p><p><span style=""color: rgb(51, 51, 51);"">The late Master Song Nian’s great achievements in calligraphy and painting are widely recognised and praised in Singapore. His calligraphy and paintings are regarded as National treasures, with collections in the Singapore Museum.</span></p><p><br></p><p><span style=""color: rgb(51, 51, 51);"">In 1986, former Prime Minister of Singapore Mr Lee Kuan Yew, presented the creative work of The Late Master Song Nian as official gifts to the Emperor and Prime Minister of Japan. The artworks of Master Song Nian encapsulated the essence of the Dharma and were equally treasured by former political leaders of China, Deng Xiaoping and Jiang Zemin.</span></p><p><br></p><p><span style=""color: rgb(51, 51, 51);"">Apart from helping the devotees and propagating the Dharma, Master Song Nian was also a noble philanthropist. He organised many calligraphy exhibitions to raise funds for the Buddhist and Non-Buddhist communities.</span></p><p><br></p><p>--</p><p><br></p><p>**Please note that there is an optional tip, ranging from 3% to 10% when you are making the payment.&nbsp;</p><p>The tip go to Deeda.care which is a free platform raising fund for Kampung Senang Charity &amp; Education Foundation. Deeda solely relies on your generosity to run its operations and marketing.&nbsp;</p><p>However, this tip is totally optional, you can always edit to opt out.</p><p>&nbsp;</p><p>&nbsp;</p>"
Kampung Senang Charity & Education Foundation,Love in the World Fine Arts Charity Drive : Painting A06 爱在人间筹款精品展墨宝A06,"<p>This painting by Chen Ping (See below for more information) is one of the pieces in our <strong>Love in the World Charity Arts Exhibition</strong> – an charity fundraiser for Kampung Senang Charity and Education Foundation.</p><p><br></p><p><strong>""爱在人间”画中秋 Love in the World Charity Arts Exhibition</strong></p><p>轻安村书画艺术精品公益筹款展</p><p>画展内容：书法、字画、精品、</p><p>展期：15 September - 10 October 2020/ 2020年9月15日至10月5日</p><p>时间：10am-7pm</p><p>地点：Kampung Senang Holistic Lifestyle Centre/轻安村身心灵健康与环保中心</p><p>Blk 106 Aljunied Crescent #01-205 S380106</p><p>电话: 6749 8509&nbsp;&nbsp;</p><p><br></p><p><span style=""color: rgb(58, 58, 58);"">All donations to Kampung Senang Charity and Education Foundation will be used to sustain our care and share community services through the 7 existing centres. Kindly call us at 6749 8509 if you would like to find out more details.</span></p><p><br></p><p><span style=""color: rgb(58, 58, 58);"">To make a donation and take home an artwork, you may donate via Deeda with Credit Card, PayNow (UEN: S99SS0044C) or cheque payable to Kampung Senang Charity &amp; Education Foundation. All donations will be entitled to 2.5x tax deductions (kindly indicate upon checking out) </span></p><p><br></p><p>中秋佳节，邀您一起来赏画品书。挑选您喜欢的墨宝珍藏，奉献您的爱心捐赠。</p><p>您的捐赠将用来支援轻安村希望之轮 6 项慈善服务与教育工程。画展展出古画、书法、古玩、精品，及新加坡、中国、泰国等国际级书画家的作品。</p><p>您可在云端线上或者亲临轻安村认捐书画精品，所捐赠款项亦可获得2.5倍的所得税豁免。</p><p><br></p><p>**Please note that there is an optional tip, ranging from 3% to 10% when you are making the payment.&nbsp;</p><p>The tip go to Deeda.care which is a free platform raising fund for Kampung Senang Charity &amp; Education Foundation. Deeda solely relies on your generosity to run its operations and marketing.&nbsp;</p><p>However, this tip is totally optional, you can always edit to opt out.</p><p><br></p><p>--</p><p><br></p><h3><strong style=""color: rgb(51, 51, 51);"">A06:</strong></h3><h3><strong style=""color: rgb(51, 51, 51);"">品若梅花香在骨 人如秋风玉为神</strong></h3><h3><strong style=""color: rgb(51, 51, 51);"">Chinese Calligraphy</strong></h3><p><br></p><p>画家/Artist:陈鹏/</p><p>尺寸/Size: 137″ x 68″</p><p>建议捐款/Suggested donation:&nbsp;<strong>S$ 18,000</strong></p><p>&nbsp;</p><p>陈鹏 <span style=""color: rgb(51, 51, 51);"">简介&nbsp;Brief Introduction to the Artist</span></p><p>&nbsp;</p><p>陈鹏现任上海市政协港澳台侨委员会办公室主任；</p><p>兼任中国艺术家协会上海书画院执行院长；上海舒同书法艺术研究会会长；</p><p>上海市市级机关书法家协会理事；上海市教育学会书法教育专业委员会副主任；上海行知书画院副院长等。</p><p>&nbsp;</p><p>陈鹏的字充满宇宙能量。</p><p>是中国唯一能量画家，经常为一些知名人士调理身体。 (包括癌症，中风瘫痪病人)</p><p><br></p><p><span style=""color: rgb(51, 51, 51);"">Currently the Director of Office of the Hong Kong, Macao, Taiwan and Overseas Chinese Administration of Shanghai city. He is acting concurrently as the the Executive Dean of the Chinese Artists Association of Shanghai Painting and Calligraphy Academy, President of Shanghai Shutong Calligraphy Art</span></p><p><span style=""color: rgb(51, 51, 51);"">Research Association, Director of the Association for Calligraphers of Shanghai Municipal Authorities, Deputy Director of Calligraphy Education Committee of Shanghai Education Society, Deputy Dean of Shanghai Xingzhi Painting and Calligraphy Institute.</span></p><p><br></p><p><span style=""color: rgb(51, 51, 51);"">The characters he writes are charged with the energy of the universe.</span></p><p><span style=""color: rgb(51, 51, 51);"">He is the only energy painter in China, often helping many prominent figures to condition their body (which includes cancer, stroke patients).</span></p><p><br></p><p><span style=""color: rgb(51, 51, 51);"">--</span></p><p><br></p><p>**Please note that there is an optional tip, ranging from 3% to 10% when you are making the payment.&nbsp;</p><p>The tip go to Deeda.care which is a free platform raising fund for Kampung Senang Charity &amp; Education Foundation. Deeda solely relies on your generosity to run its operations and marketing.&nbsp;</p><p>However, this tip is totally optional, you can always edit to opt out.</p>"
